22a38f7abf454562bbcbcdc6f4b6eab5,徐永森,汉,男,0,0,0,浙江省杭州市余杭区塘栖镇泰山村,330f1019770914157X,杭州市余杭区公安局公安局,2017.06.06-2037.06.06
5f4fe0c0d70847398e0dafd03a29fe5d,安徽省六安市金,普米,男,0,0,0,安徽省六安市金安区马头镇感应寺村,六安市金安区马头镇,六安市金安区公安局公安局,2015.10.26-饮*
ea8845c8c8aa4af48a78ce1f8519a952,陆华昌,俄罗斯,女,0,0,0,浙江省嘉兴市桐乡市梧桐街道,33045962秀165,嘉兴市桐乡市公安局公安局,2015.12.02-长期
6b381a0bc2754936894bbab88fe79cac,刘金江,瑶,女,1964,8,22,河南省焦作市孟州市城伯镇西后津村,410883196408222888,焦作市孟州市公安局公安局,2018.11.11-长期
0605f7ad209143e0a829b0003d01dd39,难衡满,普米,女,1985,9,1,湖南省邵阳市城步苗族自治县汀坪乡横水村,430529198509014058,2013.0622-2033.0622公安局,2013.0622-2033.06.22
2c2392a64e3d4b6b8b38ffb67be4b45d,颜文海,普米,男,0,0,0,■顺_,2,测-州公气目公安局,2011.09.08-2031.09.08
d6a1cf5641624628bb8439a80756d8bd,丁可,普米,女,1994,5,14,河南省新乡市卫床*，9有乡寺东坡村,41078119940514461,新乡市卫辉市公安局公安局,2010.01.18-2015.01.18
bb7764228314465091079a45bcd136a3,康怀英,保安,女,0,0,0,贵州省六盘水市水城县双水街道,5202211复15效,六盘水市水城公安局公安局,2016.01.20-长期
9b83a1dd44634cc58ffee6160a4c8e55,贝吉,汉,女,1961,7,18,四川省凉山彝族自治州美姑县合姑洛乡采嘎村,513436196107186094,石林彝族自治县美姑县公安局公安局,凉山彝族自治州美姑县公安
008979231aa740ed88d3da15d4048e01,何桂初,普米,男,1992,9,28,陕西省榆林市绥德县义合镇和合郑村,230381199209286096,2015.02.08-2020.02.08公安局,2015.02.08-2020.02.08
fcd6f9002ee84686a9017eec16e436ff,都*,东乡,女,1975,5,10,云南省怒江僳僳族自治州福贡县上帕镇达普洛村,53332319750510329,怒江僳僳族自治州福贡县公公安局,2011.07.13-2031.07.13
47f04fff4f5a4b8ea2d61504713fb66d,朱凤群,汉,男,1988,11,23,陕西省榆林市府谷县府谷镇—贾家河*日，天动,610822198811233775,榆林市府谷县公安局公安局,2012.10.05-2022.10.05
35582c2050b645a8887b32c44803c4b8,黄艳霞,苗,男,0,0,0,广东省阳江市江城区双捷镇长坑村,4J70219391107236,阳江市江城区公安局公安局,2018.06.15-2038.06.15
763d14055b7f41bcbfe441e9dc03305d,查*,壮,男,0,0,0,山东省菏泽市巨野县永丰街道办事处昌官屯村,371724110,菏泽市鄄城县公安局公安局,蒋泽事5歌县公安局
00e7304a91e24a5a9f62cc6c34b34cae,夏文学,普米,女,2004,12,17,研∶三明宁化*远镇辅坑*，元数,350424200412179254,三明市宁化县公安局公安局,2014.01.24-2019.01.24
fe80de970c834521a850176779b3e424,李国欢,瑶,女,2006,12,4,江西省宜春市靖安县宝峰镇-华坊村,36092520061204274,童春日“发县公安局公安局,2014.1212-20112.12
9ffb42d9f13445598622afde4049ad54,张虎俊,普米,男,1992,9,28,新疆维吾尔自治区塔城地区塔城市也门勒乡加尔苏村,230381199209286096,塔城地区塔城市公安局公安局,2013.01.14-2023.01.14
830fd226d00849c6b089941e5760ddcd,陕西省西安市新,普米,男,0,0,0,陕西省西安市新城区长乐中路街道办事处,皆西安市新城区长乐中,西安市新城区公安局公安局,2016.10.1f-2036.10.11
9b671cedff0d4b0881e3e165e1bbb6cb,施旗,维吾尔,女,0,0,0,山东省青岛市即墨市金口镇李家周睡村,j上明1800928801,青哪元即出区公安局公安局,2016.08.18-2036.08.18
912fb086070a4898bc2e1108a15df9ee,贺培培,怒,男,2006,12,20,山东省滨州市邹平县高新街道办事处温孟村,371626200612200335,滨州市邹平县公安局公安局,2018.06.04-223.06.04X
ffd994675d3345bcb0509317322ac618,周清月,土家,女,1977,5,17,陕西省渭南市大荔县许庄镇叶家村,61052319770517056,渭南市大荔县公安局公安局,20160930-2036.09.30
